ames,bbb_martins,bioavailability_ma,caco2_wang,clearance_hepatocyte_az,clearance_microsome_az,cyp2c9_substrate_carbonmangels,cyp2c9_veith,cyp2d6_substrate_carbonmangels,cyp2d6_veith,cyp3a4_substrate_carbonmangels,cyp3a4_veith,dili,half_life_obach,herg,hia_hou,ld50_zhu,lipophilicity_astrazeneca,pgp_broccatelli,ppbr_az,solubility_aqsoldb,vdss_lombardo
0.6773482934852846,0.841072545340838,0.6930495510475557,0.3935925936390239,0.3191838998117823,0.4757768556889398,0.3959889308551356,0.6308400910785039,0.5610292634234468,0.4138085318379115,0.5705244122965643,0.737437145463182,0.7939130434782609,0.225238938101869,0.7462444771723122,0.9,0.6727259073753528,0.808063353342014,0.8621034390829113,8.71543197548427,0.991202438190203,0.3546263717746973
0.7471538506726194,0.8380628517823641,0.6631193880944463,0.398351322379252,0.3193321839416015,0.5298108128796457,0.3502268026674818,0.7272879644612583,0.6432001078668101,0.5657850500517051,0.5818264014466547,0.8061482631617265,0.8782608695652174,0.2390781819799803,0.7824742268041236,0.9493827160493828,0.6278951639396383,0.6739341832515037,0.886296987470008,8.539540446390758,0.922595758898861,0.4409369773535758
0.7688911081086373,0.863625703564728,0.714333222480878,0.4692915188672329,0.1720188320941102,0.5564193213006767,0.3835991714544227,0.7492395112084026,0.5933151889679212,0.5925712333555869,0.6146021699819169,0.8050880468389757,0.8443478260869565,0.2572077378040905,0.8139911634756996,0.8596707818930042,0.640755096036735,0.5978497193312913,0.9176886163689684,8.777507743281703,0.91197954908725,0.4096174644589755
0.760059918933208,0.8569809255784865,0.6893914200199533,0.4356404966562235,0.1846301242908012,0.4996891200942094,0.3349423414223838,0.7602360560397052,0.545366240387768,0.6341954227043587,0.6363019891500905,0.8311278787139935,0.9121739130434784,0.4356252016186555,0.7851251840942562,0.9477366255144032,0.6365035213817818,0.595441748864088,0.8672354038922954,7.935539714087276,0.9055098099514428,0.3931353160750259
0.7715620043470599,0.8593652282676671,0.6335217825074826,0.510665641292052,0.3281040513605378,0.4597840269304701,0.3689350702633676,0.7421054050940774,0.5694311425485905,0.6193603438490225,0.6353978300180831,0.8095999397063578,0.8404347826086956,0.2903619221599536,0.7889543446244477,0.9300411522633746,0.5695732550208011,0.5756803350488741,0.90089309517462,8.636745658043768,0.9355755353803956,0.3836996422178043
0.7729777360042296,0.8553392745465918,0.6930495510475557,0.4896605539108338,0.2977465513781758,0.4602902118057427,0.3218371503677131,0.7340251091893298,0.6557336044305475,0.6172835407447141,0.5834086799276673,0.8252942035391772,0.9034782608695652,0.3852536710281102,0.8122238586156112,0.923045267489712,0.6167947622594546,0.545574961277471,0.9089576113036524,8.007891759864409,0.9325801779456884,0.4652100157214481
0.7930740762497797,0.8577235772357724,0.6627868307283006,0.5843188616303564,0.2731985967652177,0.5451344095583498,0.3829012966745369,0.7584821474661643,0.645455059600103,0.6252622651783445,0.6647830018083183,0.8220769280131008,0.9013043478260868,0.3865073494478051,0.8045655375552283,0.9469135802469136,0.625971006798798,0.5772543846755066,0.8966942148760331,8.047887486023042,0.9070998528904736,0.4140111791546528
0.7705300671640329,0.851313320825516,0.6398403724642501,0.5597069511619938,0.3496796022834091,0.4603901989415989,0.3704471133160969,0.7413141383522619,0.575663779438901,0.6195553720612467,0.6812839059674504,0.8118888793949685,0.8869565217391304,0.3324528336165216,0.804860088365243,0.9329218106995883,0.6174153921294503,0.5772314558685603,0.8908291122367368,8.231366720333195,0.9005758396522187,0.4668215296301797
0.7693649767960995,0.8684724828017512,0.6152311273694713,0.6321522174513268,0.2447230030196546,0.4994107468182458,0.2950468683329263,0.7416290097184872,0.6090810283579872,0.6124128232789867,0.6256781193490054,0.8241786864730186,0.8469565217391304,0.329477176667051,0.7863033873343152,0.8773662551440329,0.6270589303771046,0.5706192276726701,0.9060917088776328,8.105635819432834,0.8897929910591804,0.4614380334886235
0.7793495075290294,0.8492417135709818,0.7093448619886931,0.4547904299331581,0.3325214901967379,0.4922497363212649,0.3268285085320316,0.7519421463155839,0.6128280247414288,0.6228534975919314,0.5960669077757685,0.8091835231774648,0.8786956521739131,0.3440432613410166,0.789837997054492,0.9448559670781892,0.614871082487996,0.5849224481424059,0.8868968275126634,7.80359885808037,0.8987903254624897,0.4615778713084457
0.7671973212712212,0.8347404627892433,0.5986032590621881,0.5180934560228851,0.3155049411461831,0.4797513443392276,0.3410572415337286,0.7402185649061566,0.6248083373334093,0.6023926667005985,0.6245479204339964,0.8151363660739079,0.8673913043478261,0.2282804497543197,0.808100147275405,0.8860082304526748,0.5921288557824178,0.5748038733998017,0.8905625166622235,7.87172613257952,0.9120534218619868,0.4614484303525508
0.7794434980124929,0.8549874921826143,0.7126704356501496,0.5411542658150461,0.3175120277531976,0.5014695728429233,0.3500453399646917,0.74077265105819,0.6156680936243537,0.6270684301727653,0.6268083182640144,0.8086053223419233,0.8478260869565218,0.3748266763895966,0.7706921944035346,0.8674897119341565,0.6316185925346446,0.5932439522543985,0.8916955478539056,8.476737409701618,0.9069256992750744,0.4263293835357185
0.7809297225322603,0.8648764853033146,0.5982707016960426,0.5056842740543078,0.2984102593813326,0.4763779147215304,0.3879153485249562,0.7429934045955353,0.6085754545285577,0.6266736071638626,0.6885171790235082,0.8062494365820458,0.8291304347826087,0.3496140814005172,0.8001472754050073,0.908641975308642,0.6359201914121788,0.5908651136008526,0.8880298587043455,7.165088674138916,0.948734833153412,0.4273591929077176
0.7723198026199847,0.8739446529080676,0.6491519787163285,0.5443666954724089,0.3323370801882659,0.4981790870992886,0.3303426294849932,0.747423708540261,0.5625463319417855,0.6110935966089853,0.6182188065099458,0.8151807645185007,0.8547826086956521,0.3485116248913691,0.7807069219440355,0.868724279835391,0.5867699441315675,0.5955830617317612,0.8941615569181552,8.035587723950364,0.902713791695204,0.4251046329650825
0.7670112984393663,0.8593261413383365,0.6504822081809112,0.5278794385638477,0.2576401049798256,0.4973076083129048,0.3867983696493862,0.7407775352722019,0.5858114598780241,0.6122846949186538,0.6335895117540687,0.8163511371358018,0.8608695652173912,0.324316119203871,0.7403534609720176,0.8720164609053498,0.6118440887683428,0.5940477090699285,0.8890962410023994,7.954935230822151,0.9137038887175272,0.4733559586084881
