cyp2d6_veith_mean,hia_hou_mean,ppbr_az_mean,pgp_broccatelli_mean,dili_mean,cyp2c9_veith_mean,ld50_zhu_mean,lipophilicity_astrazeneca_mean,cyp3a4_veith_mean,herg_mean,bbb_martins_mean,bioavailability_ma_mean,clearance_hepatocyte_az_mean,cyp2d6_substrate_carbonmangels_mean,cyp2c9_substrate_carbonmangels_mean,clearance_microsome_az_mean,ames_mean,solubility_aqsoldb_mean,vdss_lombardo_mean,caco2_wang_mean,cyp3a4_substrate_carbonmangels_mean,half_life_obach_mean
0.5379572395210884,0.9238683127572016,8.510603324042426,0.8829645427885896,0.8921739130434783,0.7037713779763235,0.6825132981856556,0.7721221345011144,0.7499765250751941,0.8042709867452136,0.8490462789243277,0.6558031260392417,0.2731564185931969,0.6714169689236783,0.3246366795132628,0.4058778942032168,0.7494389943018269,1.006633092927313,0.5816159034674873,0.5605920148426099,0.5757233273056058,0.3241014816534174
0.5421296150997913,0.95761316872428,8.621144658312385,0.901959477472674,0.8769565217391304,0.7072846725290728,0.679027674123302,0.7707660682497636,0.7524102146645105,0.8310751104565538,0.879416823014384,0.6774193548387095,0.3237725234522583,0.6181766720358952,0.3405477982828898,0.4455841493126964,0.7426579725469462,0.9654275447311772,0.5065578237171261,0.5103870174898923,0.5757233273056057,0.3633996658910151
0.5614130405321589,0.8979423868312757,8.69960085362564,0.894494801386297,0.8839130434782609,0.6997748585117519,0.7057517579424527,0.7571575074943582,0.7698396033712172,0.7883652430044182,0.868511569731082,0.5969404722314599,0.3158374371765815,0.6952917469513753,0.3624452170040586,0.4520963796440643,0.7450488554700504,0.963031063353693,0.5120114986901917,0.5586505216330728,0.6367540687160941,0.3500238439968378
0.5840751223787306,0.9617283950617284,8.419004753960504,0.9040922420687818,0.8704347826086957,0.7121584242003853,0.6702194199800815,0.754909172601643,0.7792575164276365,0.7695139911634757,0.873866479049406,0.6701030927835051,0.2858386943872126,0.6417076437256318,0.3883772439226724,0.5035516913253854,0.7510897021676555,0.940631118953764,0.6224495865419603,0.5582119987288257,0.5702983725135623,0.3437164268891896
0.5919860960187318,0.9448559670781892,8.002837325673045,0.8990935750466542,0.8365217391304347,0.7106078470582194,0.6724315865423748,0.7342238759185585,0.7844251381809018,0.8251840942562593,0.8545184490306441,0.6311938809444628,0.3385774033199106,0.685679418415342,0.4066902929079518,0.4936501243319795,0.750138048522587,0.9364469343434296,0.6213038521371718,0.4496421826230563,0.6204792043399638,0.3110183473280404
0.6007714461940242,0.9728395061728397,7.826013154394833,0.914889362836577,0.8369565217391305,0.7268144606959129,0.6788865416653262,0.7310530957558325,0.7771723607592349,0.7783505154639174,0.880823952470294,0.6787495843032924,0.3355344300546378,0.6448912959197108,0.3335278918743958,0.5161307547465794,0.7648436429144883,0.9323818989902098,0.570624338923545,0.5197646184841618,0.640370705244123,0.4119760460595849
0.6015240607591325,0.97119341563786,7.804687885237329,0.9262863236470276,0.8134782608695652,0.7204717867447543,0.6907098207467303,0.7168561602232401,0.7919153280984491,0.7621502209131075,0.8528767979987492,0.6814100432324576,0.3680993688237902,0.6916190343675872,0.387711946293401,0.4832605519425478,0.774924122265954,0.9300180960543516,0.5924052490080434,0.4854969130359692,0.6505424954792044,0.3943708887962419
0.610948608422623,0.9724279835390948,7.792953745524088,0.9120901093041854,0.8304347826086955,0.7267020139957795,0.6813425899790814,0.707236387816923,0.7955125877524977,0.7877761413843888,0.8227407754846778,0.6148985700033256,0.29091689756279,0.6768654023544892,0.4155072638248495,0.5021047183991013,0.7770976521960484,0.9276062341949164,0.5516599392769524,0.3862181520368974,0.6320072332730561,0.4107094536108405
0.6069001146461792,0.9456790123456792,7.593426894199703,0.912889896027726,0.8508695652173913,0.7259843454810806,0.6723021271638522,0.7078912229853727,0.7912001026864449,0.7250368188512518,0.8370075046904316,0.6351845693382108,0.366399009790982,0.6300892002125142,0.2851247260502987,0.543327823808219,0.7851397129373985,0.9410022224959412,0.5886779732901061,0.3628792820795416,0.6100813743218806,0.4227201188976321
0.6006653328662731,0.9514403292181072,7.706900116720317,0.9408157824580112,0.7508695652173912,0.7354545372529405,0.6714017891858041,0.6867902692336412,0.8016686366836666,0.7488954344624448,0.8479909318323953,0.5576987030262721,0.3741932966481016,0.677776413215852,0.3029639705939763,0.5360833013284491,0.7769155456343378,0.9201073578111588,0.6015596876960316,0.3912140405250633,0.642631103074141,0.4538108558934525
0.6301261548927624,0.9584362139917696,7.521761265036501,0.926752865902426,0.7908695652173913,0.7280383418558337,0.6529989840613328,0.7106394638514945,0.8114027337696482,0.7527245949926362,0.8687851782363978,0.6511473229132025,0.3843707867688993,0.6127513449217757,0.3837235813143784,0.5575208841212753,0.7893751590984746,0.926628696800604,0.5407557083899995,0.3842685083663438,0.6220614828209765,0.4916163335301682
0.6034221573403795,0.974074074074074,8.60420273957429,0.935883764329512,0.8065217391304348,0.7238036763199269,0.6735590903439607,0.6719170186548006,0.7984642462240703,0.729160530191458,0.8824656035021888,0.6232125041569672,0.3905961155413057,0.6142472811502943,0.3370517346411639,0.5557069129577005,0.7947404491961856,0.9285807435509134,0.5493554743874662,0.4246492345090091,0.6347197106690777,0.497421303644709
